,feedback,rating
3151,"Dr. Shah was extremely arrogant and ordered an MRI when I was complaining of knee pain. We did the follow-up over Telehealth and he told me essentially that nothing was wrong but he could write me a PT prescription. I told him I was in pain and he said, ""I don't know what to tell you."" Had little interest in listening to me, and I feel he did not take my pain seriously. A few weeks later, a different doctor looked at the MRI and saw a cyst in my knee, and then confirmed it on the ultrasound. She said there was no point in doing PT, but that a deep tissue massage might help. She was surprised that he hadn't seen the cyst. ",Rated 1 out of 5
3130,"worst doctor ever, and I have been to many. wasted my time.  Walks around like he is high and mighty, when he actually does not know much. Don't think an office staff can get much worse",Rated 1 out of 5
3124,"Let me begin by saying that HSS is *wonderful*; every single nurse, administrator, orderly, tech, and *other* doctor was a joy to deal with.  Just not Dr. Roberts.  He was unbelievably dismissive of my severe and enduring post-operative pain — essentially accusing me of being a drug-seeker, despite the fact that I was *not* asking him for opiates.  We asked (politely) for imaging, we asked for intervention of *any* kind; what we got was a defensive, hostile, and even somewhat aggressive doc.",Rated 1 out of 5
3257,"Dr Passias and NP Alexa Forman They both go beyond any doctor you will ever have they wonderful, kind, bright, knowledgeable ,caring excellent and the top in they’re field of orthopedics for the spine. They give you your life back !  Thank you!!!",Rated 1 out of 5
3278,"Worst orthopedic doctor. No bedside manners, dishonest, follow-up skills the worst, moody, and worst of all his diagnosis was the most dishonest diagnosis. Did he really think I was ready to return to work knowing I had a fracture? Scheduling me for physical therapy knowing I had a fracture which clearly he could see in the MRI? I was in so much pain for over 3 months and this doctor did not care.",Rated 1 out of 5
3114,"I went to see Dr. Gidumal in 2017 and had an MRI of my right shoulder.  I had pain for well over a year.  He told me that I had a complete tear, even though the MRI said otherwise.  It said 0.8 x 0.2 cm and involves greater than 50% of tendon thickness.  In the end, it was confirmed that the tear was not complete.  He told me several times.  He said that surgery wasn't imminent but better earlier in life than as an older person.  The surgery was September 15th and I have had months of physical t",Rated 1 out of 5
3279,"My experience with Dr. Hostin was terrible. He would not listen to me. He has a cocky attitude. After my 2nd knee surgery with him, he didn’t have the hospital accommodate me with the proper bed size. I developed an infection after the knee surgery. He seemed very nervous and could handle the fact I had an infection. I have now switched to a different orthopedic surgeon.",Rated 1 out of 5
3342,"I was left waiting over 40 minutes for the doctor to see me with barely an apology, as though my time is not valuable. He did a brief survey of my hands, wrists and elbows and prescribed an x-ray for one elbow.  When I inquired about getting an x-ray of the other elbow, he was dismissive.  The results of the first x-ray indicated a broken elbow. Ultimately, I went to another doctor.  My other elbow was broken, too.  How could he miss a broken elbow?  I was not impressed.  Will not go back.",Rated 1 out of 5
3339,Doctor GLASHOW gave me a steroid injection that almost killed me. ,Rated 1 out of 5
3333,I had a very disappointing experience with Dr Horak. He shrugged off every concern I had and did a poor job on my hand surgery and I now have bad scarring and a recurrence of my original problem. I would not recommend him.,Rated 1 out of 5
3332,"1st scheduled appointment 1.5 hr wait time to see doctor, 2nd appointment over 1 hr wait time. Receptionist did not provide any warning or updates with delays upon arrival or while waiting. Dr Horak did not address or apologize for delays after I mentioned during 2nd visit, just shrugged without a care. Disrespectful to patients time in this aspect. Plenty of hand surgeons in NYC that are highly qualified and timely providing scheduling updates, no need to waste time here unless you have all day",Rated 1 out of 5
3330,Never. Cancelled my appointments twice with no warning. ,Rated 1 out of 5
3325,"My husband injured his pinky and had his initial visit with the doctor. He traveled 1 and half hour to see Dr. FUFA, Waited for 2.5 hours for a doctor who never showed up. He saw a PA and a nurses they did an x-ray for him and refer him to see another hand specialist. After the appointment he had to go home to our baby, he wanted to check out but there were no staff was at the front desk. It was very unprofessional. There were no explanation as to why the doctor never showed up. ",Rated 1 out of 5
3324,"Don't know how good the doctor is as didn't have a chance to even make an appointment for my mother as her Staff makes you wait on the phone for hours, horrible! Terrible staff that makes promises to call back within minutes, days and never get back to you. I'm sorry for the doctor giving this rating but very unprofessional staff - I don't know how busy you may or may not be but do people a favor and FOLLOW UP!
",Rated 1 out of 5
3323,"I am 103 years old and had injured my wrist in a fall. An initial x-ray revealed no fracture, but without an adequate physical exam, Dr Fufa said my pain was all due to arthritis and gave me options of remaining in a splint, taking Aleve, using a cream, or having another cortisone shot. She asked me to return in 4 weeks, and when I did, still in pain, she angrily asked me, without an exam, why I had bothered coming back since there was nothing else she could do. She told me never to come back.",Rated 1 out of 5
3320,We saw Dr Fufa on three separate occasions. Each one was worse than the previous. Without going into details I can say that she has the worst people skills and bedside manner I have ever experienced. ,Rated 1 out of 5
3319,"Condescending & Callous! Horrible bedside manner. Also, the office called on multiple occasions to reschedule an appointment. ",Rated 1 out of 5
3316,"Was told to arrive for my appt with Dr. Fufa at 1:20pm.  Sat for  30 minutes in the waiting room, and then was moved to an exam room where I sat another 20.  Still no sign of her, so I peek into the hall, spot her, and ask, ""Think it'll be much longer?""  She takes offense and asks me if I'd prefer to have a conversation about customer service or about my finger.  Rude.  During the actual exam, she was antagonistic and not very informative or helpful.  Terrible bedside manners.    ",Rated 1 out of 5
3313,Dishonest!,Rated 1 out of 5
3307,After rebreaking my daughter's arm without warning even me (I understand it had to be rebroken to be set but at least warn us what you are going to do!) he collected from our military insurance and then has continued to try and bill us for years and sent it to a collection agency! We owe nothing but he wants to try and get more Money after he and his staff were rude!,Rated 1 out of 5
3306,"The poor reviews are correct: Dr. (he doesn’t deserve the title) Wilen may be the worst and least competent doctor.
I went in for a shoulder injury. The PA asked me to raise my arm two different ways. When the doctor came in, he never touched me or looked at my shoulder or asked me to move any which way. I was never told to undress. He never examined me. I told the doctor I was in severe pain and he laughed. His PA administered the shot, not he. He said I need an MRI but refused to give me the script for it until I came back a second time. He just wanted to get more money out of my injury. 
When I went back the third time for my MRI results, the PA explained it to me. It was a minor injury, she said. I took notes. 
I never wanted to see him again. I went to a real and competent doctor with the MRI results and my notes. What he said is the exact opposite of what I was told. 
It was a major injury, which would explain the severe pain I still had. I may need surgery if it won’t heal.",Rated 1 out of 5
3305,You are nothing but deal flow to this guy.  After being rear ended by a large truck and suffering severe whiplash he refused to sign my disability forms unless I agreed to very invasive shoulder surgery that I did not need.  Avoid this guy if you care about your body.,Rated 1 out of 5
3123,My appointment with this doctor lasted 5 min without any help,Rated 1 out of 5
3109,"as a doctor who I went to see for a broken foot I experienced  the following : totally sterile greet staff  . ushered through numerous checkins . I was than seen by a clueless nurse (who analyzed and ultimately issued report rather than dr). dr gidumal finally came in for less than one minute total first mistaking me for another patient and then telling me not to worry ,that I could start walking and put pressure on my foot 3 weeks after break . I later collapsed trying to listen to his advice .",Rated 1 out of 5
3350,"Dr Glashow is one of the most pompous and arrogant men I have ever met.  He liked to use the phrase ""I'm wasting your time"" which really means you're wasting his.  Surgery isn't a big deal, because he does it every Tues and Thurs.  He said 6-10 weeks recovery but wouldn't even listen when I had consistent swelling after walking at 13 weeks.  Worse of all, I had a GI issue I disclosed on pre-op screening he didn't read until 5 minutes prior, then scared my wife with uninformed course of actions.",Rated 1 out of 5
2994,"DR. BETH SHUBIN STEIN 
Hospital for Special Surgery has ruined my life. Her carelessness has left me struggling to get my life back. My (Patellofemoral replacements with her are an embarrassment to the orthopedic industry.She continuously told me I needed pain management and therapy as my condition progressively got worse.  She measured my tibial tubercles wrong  both legs. The right she measured 10 mm which is within normal range but it was 20 mm and the left tubercle she measured 6.5mm which is deviation from the normal range and it was 17mm. Her failure to measure me properly has caused me all kinds of complications.  Other surgeons are in shock and trying to clean up her mess. When a surgeon looks at your xray and says ""I wonder why she didn't measure that before she cemented it"" you know it's bad. I had 4 corrective surgeries If it doesnt work its bilateral knee replacements for me because of her surgical errors. Thank you for crippling me & helping me not get back in the game",Rated 1 out of 5
2991,"
 In 2019 she reconstructed my MPFL, performed a lateral release (this was not part of the pre-surgical plan), and cartilage debridement. The results of this surgery were devastating. Instead of stabilizing my patella her surgery made me unable to return to every day activities such as walking(5+mins). I started having medial (inside) subluxations of my patella, which damaged my cartilage. Medial subluxations only happen after detrimental surgical interventions. She had made my new MPFL too tight by 50%!!  and destabilized my patella with the lateral release. She dismissed my concerns in my follow up appointments and did not even look at my chart to review the type of surgery she had performed! Her nurse and I had to remind her.

 I just had another surgery (with a different surgeon of course!) to fix her errors but have lost two years of my life, career as a professional dancer, and thousands of dollars. 

I wish someone had warned me. Please choose a different surgeon!!

",Rated 1 out of 5
2990,Absolutely not!! My wife saw Dr Shubin for shoulder pain and while I was in the examining with her I witnessed  perhaps the worst bedside manner of any doctor I have ever seen. There are much better and more professional doctors than she. ,Rated 1 out of 5
2975,Very very rude man. Kept me waiting for 1 hour and 40 minutes (and that's with a scheduled appointment). Was underwhelmed with his apology. Would let my shoulder fall off before I let him touch it. ,Rated 1 out of 5
2973,"Dr Parsons may or may not be a good doctor but his staff at the front desk has an absolute hatred for new patients. After confirming my appointment, I arrived only to be told that my insurance was not accepted by dr parsons. The receptionist said I had been told this in a phone message which is not true; the phone message said to call and confirm which i did. They did nothing to fix the situation, offered no apology, and refused to admit their mistakes. Their behavior was reprehensible, especially when you consider its a HOSPITAL DESIGNED TO HELP PEOPLE. Be forewarned. ",Rated 1 out of 5
2953,"I told Dr. Arnouk in Jan. of 2018 that I had injuries to my knees. He said my x-rays looked fine, I had a meniscus tear and it would go away by itself (no MRI). Five weeks later I went back and told him I wasn't better. He stared at me with a puzzled expression. I later went to another doctor who ordered MRIs that showed no meniscus tear, but chondromalacia. A third doctor ordered hyaluronic acid injections for pain so bad I was taking 1,800 mg of Advil daily.",Rated 1 out of 5
2942,"In addition to being mis-diagnosed, he was rude, condescending, obnoxious, and actually hurled insults at me when I didn't understand what he was saying about my condition. STAY FAR AWAY from him. I would not be shocked if he has a personality disorder or mental health issue. Can't believe he's made it this far in the medical profession. WORST DOCTOR I'VE EVER EXPERIENCED IN MY ENTIRE LIFE. TRUST ME, FIND SOMEONE ELSE.",Rated 1 out of 5
2939,"
I work long hours and currently using crutches to commute to and from work in the busy nyc streets. It’s not an easy thing to do. My ankle has only gotten worse so I searched for an orthopedic to take another look. I chose Dr. Arnouk because he fit within my time I had available as well as the many positive reviews. I was unfortunately extremely disappointed on how his team handled my appointment.I received no phone call from them before my appointment to tell me what I would need to bring. I even called them myself and got no answer. I crutched through Manhattan to see Dr Arnouk only to be told it would be a waste of time without an X-ray. And the X-ray team was closing up for the day. As soon as I walked into the office the lady at the front desk was rude. She obviously wanted to go home. Why accept appointments at 430 if your ready to race out the door. I felt like a burden to that office and will never return. There was no type of compassion or sympathy. Not happy. ",Rated 1 out of 5
2938,"Dr. Arnouk is arrogant and rude.  He treated my slight break in a finger as if my whole arm was broken. 
He casted my arm from the tips of my fingers to below my elbow. The cast was too tight. My fingers and hand swelled. When I returned to him to make him remove the cast. He insisted in a nasty voice that he did not make the cast too tight. He lied and said he tried to call me after I had called his office to say my hand was swelling and I had pain in my arm. I was home all day! If he did try to call and got my answer machine he could have left a message. He couldn't (or wouldn't) give me an answer as to why the swelling, if not for the cast being too tight. The cast was also cutting into my thumb. He shrugged that off as normal for that type of cast. Really?! I showed him pictures of the swollen fingers. No comment from him just more shrugs. In the end he told me the original splint I had on the finger from Urgent Care was okay to use.",Rated 1 out of 5
2934,"He used a 7 minute phone call to hypocritically tell me it’s been too long since I was in the office, but also used that same old information to make action plans and refuse new imaging despite it being years since the last ones-and then he read those old results inaccurately. He was late to our appt, didn’t listen to a word I said, and then proceeded to tell me I still needed to come into the office. It’s okay for him to use old tests and refuse new ones but it’s not okay for me to use an old doctor without a new in person visit? He’s disrespectful, hypocritical, inconsiderate and unprofessional. Never again. ",Rated 1 out of 5
2896,Yes pleasant & informative,Rated 1 out of 5
2879,"I wasted $3,000 dollars to get some stem injections that did not work. He also did a poor job in surgery. My leg became infected and I have a terrible scar.",Rated 1 out of 5
2877,"Terrible experience with this doctor. I'm a woman who was having pain with my shoulder. He made misogynistic assumptions about other parts of my life. He ordered an MRI which his office staff said would take a week to get an auth from my insurance. Took 2 because his staff delayed putting the request in for a week. MRI was 6 days ago. He called today. I missed his call early this afternoon, called him back. He was with a patient. Was told he'd call in 20 min.  He never called. Now Thanksgiving.",Rated 1 out of 5
2873,"I want to Dr. Cleeman becasue of knee pain. I found the entire office and the experience very subpar and shoddy. Firstly, the medical assistance could not even 
wait until we got into the the cubicle. She asked me personal questions while we walked to the exam room. Then Dr. Cleeman came in and as soon as he realized I 
did not need surgery he was not the least bit interested in me or my concerns. He 
literally walked out the door as I was still asking questions. I would say the visit lasted less than 3 minutes. Not at all a concerned or professional doctor. Obviously he just cares about doing surgery and making money.
STAY AWAY.",Rated 1 out of 5
2843,"Incompetent, arrogant, refuse to answer questions. I had to shut my mouth and believe everything he had to say.
Worst of all Dr DeMoura make me go to his Long Island office to have an Mri when the same Mri I could have it done 10 minutes away from my home, but since the Mri facility in Long Island belongs to him, he just wanted to make money instead of finding a solution to my problem.",Rated 1 out of 5
2822,"shame on use for not asking for fee schedule!! some treatments are considered experimental (PRP, shock wave) and not covered by ins. but shame on Dr for not disclosing his $600/15 min consult fee until we paid and stmt was emailed a day later! he did disclose the $2700 PRP fee ($2000 more than other ortho's). miracles/magic must be preformed for these rates. great if your ins covers his fees, but now you know why your ins is so $$$. Do your research and be informed! ",Rated 1 out of 5
2992,Horrible doctor. She incorrectly made a recovery plan and when confronted that it was incorrect she completely barred me from care. She’s arrogant and incompetent. There are many good surgeons in NYC go to a real one,Rated 1 out of 5
3003,"So far, so bad!  I scheduled an appointment and had to wait 9 weeks to see the doctor.  At 4:30 the day before my morning appointment, the office called to tell me Dr. O'Brien couldn't keep the appointment.  I rescheduled for 3 weeks later.  Today is Friday, and I received a call cancelling this appointment which was scheduled for Monday.  A doctor isn't great if you can't get in to see him!   Very disappointing...and he came highly recommended.",Rated 1 out of 5
3101,"The surgery went fine but for my follow-up appointment, Dr. Main was a no-show. I re-scheduled the appointment for the following week and AGAIN he did no show up. I'm shocked that he did not turn up for his patients for two weeks in a row. Thank god I'm not having difficulty after the surgery because he certainly isn't around to help - literally just did not show up and none of his staff knows where he is. ",Rated 1 out of 5
3004,"Terrible bedside manner. He was rude and flippant and didnt even explain the procedure he wanted to perform. He actually said ""I'm the best in the nation""eh, dont think so buddy. Being a good doctor includes beside manner, too.  Never seeing him again. What if there was a complication? Highly doubt he would care. Theres a reason you can get an appointment with him faster than the other drs at HSS. This is why.",Rated 1 out of 5
3073,"DO NOT come to Robert Delaney for your care!!!!!!!! Aggressive, hostile, and likely to do more harm than good, either because he is too angry to focus, or out of spite if you dare to stick up for yourself.

Just helped my mom, a new patient, get to Dr. Delaney’s office. The doctor was extremely, extremely rude to us when we came by. 

The character limit is too low here but: left my mom standing out on the street with an injured knee in NY summer heat because she had the audacity to come ~10 minutes early as a new patient. Were told, “We told your mother to come at 1:00, does it look like 1:00 yet to you?” and other similarly condescending and aggressive remarks. You can find the full run-down on google reviews but extremely unprofessional before we even got started on her actual injury.",Rated 1 out of 5
3072,"I waited for over 1 hour in excruciating pain to be seen by this doctor even though I was informed I would be seen sooner. When I got to the exam room, Dr. Mendez was rude, arrogant and unsympathetic. Within 1 minute of looking at my knee he said I needed surgery. When I expressed concern and told him I didn't think I needed surgery and wanted to explore other alternatives, he got upset with me and raised his voice at me. Needless to say I will be getting a second opinion. GO SEE ANOTHER DOCTOR!",Rated 1 out of 5
3068,"Arrogant and in a hurry. He contradicted himself about my X-rays in the space of 2 minutes. The resident who first examined me took his time and spent about 10 minutes checking my ankle and said that they would order an MRI. As I was leaving Mendes came in and wanted to a look. He spent about one minute checking my ankle and dug his thumb really hard into the area I said was hurting. He really hurt me and my ankle flared up way worse than it was before I got there. 

Find someone else -",Rated 1 out of 5
3062,"Dr.Mendez referred me for an MRI and prescribed me a medicine.  However, he never completed the required procedure for my insurance and neither did he send the prescription to my insurance.  He even mistook my left leg with my right leg.  I have been calling his office for a week and he has yet fixed those issues.  It is a terrible experience.  I will not go back there again.",Rated 1 out of 5
3055,"He has an extremely arrogant attitude. I came into his office for an injury i got while running. He immediately asked ""well who referred you to me?"" in a very condescending tone. And just simply stated, ""well i'm not the specialist for this""... and it was very awkward considering he is a sports medicine guy... very weird visit and provided absolutely nothing but a waste of time.",Rated 1 out of 5
3052,Horribly rude staff. Would not even consider going back here. ,Rated 1 out of 5
3050,Ignored my pain. No x-rays. 1.5 years later I'm diagnosed with hip dysplasia. Find a doc who cares enough to not cut corners. ,Rated 1 out of 5
3047,If you are wheelchair bound don't go to dr schilthorn.  My 99 year old mother had to take a service elevator down to an alley then go into the building and take another elevator up to the office.  On the way out the elevator broke and we were trapped in the reception area for 1 1/2 hours while they repaired the elevator.  There are no ramps and 10 steps at the entrance.  The doorman and handy man will not touch the wheelchair.  I wonder what would happen if there was a fire.,Rated 1 out of 5
3041,Got a septic knee; poor attention to detail.  dumped me in ER when complications arose,Rated 1 out of 5
3040,Terrible!The Dr. And his wife Ilana are liars. They are just money hungry don't trust this practice. ,Rated 1 out of 5
3033,"Horrific - must get 2nd opinion before surgery!

He recommended extremely invasive lumbar spine surgery for herniated disc. He also advised pain management (epidural) was not worth trying at all. I saw 2 other orthopedic surgeons both of which recommended trying an epidural and also advised much less invasive surgeries if epidural didn’t work. In the end the epidural worked. 

This doctor’s practice felt like a butcher shop praying for unsuspecting people to practice on. ",Rated 1 out of 5
3021,I am very disappointed about this doctor. He doesn't help me about my hip problems.,Rated 1 out of 5
3020,The worst office staff in the history of office staffs...impossible to get an appointment and they don't even bother calling you back despite emergency. Don't waste your time there are plenty of other Dr. Knee's out there who will see you immediately. ,Rated 1 out of 5
3012,"Original surgery went well, but subsequent problems arose and were diagnosed properly by Dr. Dr. O'Brien. ",Rated 1 out of 5
3011,"I was in New York this summer for work and I unfortunately tore my ACL for the third time. My physician recommended that I go see someone at HSS since I have had so many surgeries. I was referred to Dr. O'Brien and everything seemed fine. They told me to send in my MRI's and other information. I wait to hear back and nothing. So I call thinking they got busy, but no one picks up the phone. After two weeks of leaving messages and calling, I gave up. It almost feels like they decided to ignore me.",Rated 1 out of 5
3349,"Dr Glashow told me I needed an operation as soon as possible for a torn meniscus based on an MRI. I went for a second opinion who said that the MRI was unreadable as it had been done in a facility specialized in cardiovascular issues. Once the MRI was redone, he told me it was a sprain and gave me Aleve. A week later, I was cured... If you're going to see Dr. Glashow, I would suggest getting a second opinion.",Rated 1 out of 5
3352,"Doesn't do due diligence and allows, if not requires, his secretary to do his job, for example, ordering specialized tests that are based on the particulars of a patient's condition, when having no knowledge of it, and an MD is supposed to order tests. Wouldn't have any confidence taking treatment from someone who is so uninvolved and defers to support staff.",Rated 1 out of 5
3662,"The worst medical experience I have ever had in my life.  Not only did he spend less than 3 minutes evaluating my left shoulder and then rush me out the door, he insisted that I did not need surgery after taking me through a couple of exercises and that in time I would heal.  After several other consultations, each surgeon said that I needed surgery.  He is so overwhelmed with his patient load, do not waste your time with this guy.",Rated 1 out of 5
3579,"Horrible office staff! Disrespectful and extreamly unprofessional! 
",Rated 1 out of 5
3577,Very rude walks in and didn't ask what's wrong or how long just says take an xray. And begins to talk to other people without doing a thorough  exam,Rated 1 out of 5
3576,Biggest mistake was that I didn’t read the reviews I learnt in life always read the reviews because it can happen to u,Rated 1 out of 5
3574,Dr. Drazic is one of the most impersonal doctors I've ever seen. Does not take time out to thoroughly evaluate patients. ,Rated 1 out of 5
3573,Dr Drazic 's office people are horrible they should be fired& replace. Another thought he stinks,Rated 1 out of 5
3570,"I would not recommend Dr Lee to families and friends. He was not willing to listen what patient wants  
to express and was rushing to see next patient. He did not even care to read written information and scrutinize the MRI CD I took to him as reference..",Rated 1 out of 5
3566,"I accompanied my mom for aches in her knee.  He immediately asked if she wanted steroid shot.  I asked if PRP is an option as it is more natural.  He seemed bothered and responded as if he was challenged.  His response was to give me a backhanded UNSOLICITED comment, ""your mom is nice and thin.  you should lose some weight.""  WHAT?!!!!!!!  Never mind that I was not his patient and that I did not solicit his medical advice, he has 0 knowledge of my medical history.  He really should go back for continuous education on bedside manner and learn how his irresponsible behavior may have impact.  Had he considered if his victim was a anorexia survivor or has medical reasons for weight?  What if his victim was a person with little self-esteem and his words were dangerous trigger for another bout of eating disorder, body dysmorphia, etc.?  Fred Lee should really learn to be a healer and conscientious practitioner with full understanding of careless words that have negative impact on others.",Rated 1 out of 5
3563,"my experience with this physician was not pleasant to say the least, don't be fooled by the pretty smile in his picture, he was rude, obnoxious and completely full of himself, a good surgeon does not give him the right to be a jerk or treat his patient like garbage",Rated 1 out of 5
3562,I wouldn't recommend her to my worst enemy! If negative stars were possible I would give her that! She looked at an xray for 5 seconds and put me through therapy which made my condition drastically worse I literally had to be out of work for a month! I have a bulging disc herniation! Way to go Doc!,Rated 1 out of 5
3557,Horrible. Not interested in listening to patient. Dismissive. Thinking the only intelligent person in the room is she. Gave me a misdiagnosis. Thank God I didn't follow anything she recommended. She might have a profile of patient she wants to help or she might be after what makes money fast. I don't know. But be very smart if you see her or you'll be messed up completely. ,Rated 1 out of 5
3551,Horrible person. Very proud. Least interested in listening to my problem. Dismissive. Thinking the only intelligent person in the room is she. Gave me a misdiagnosis. This part is interesting I got the x-rays at NYU(she won't see me without one) she said the nothing wrong with it and didn't bothey going over it. I paid $160 out. The exact same x-ray reviewed by Dr Lehman (Great doc from Columbia) showed me where the problem lies. My rating for her ZERO. She is in wrong business. ,Rated 1 out of 5
3546,"I could not be more dissatisfied  with the ""patient care"" provided by Charla Fischer.

I was kept waiting more than an hour for my appointment. Secondly, after 5 months of physical therapy, she finally prescribed an MRI, which found several bulging/protruding discs, anterolisthesis and a synovial cyst. Unable to connect after two tries she had her nurse call me to review the MRI results. She told me I have several herniated discs; but the report said I had bulging/protruding discs. The nurse said they are all the same thing (wrong!)

So do I have any herniated discs? Should I be concerned about the cyst? I have no earthly idea because my doctor/surgeon felt my care and questions were fine to put in a nurses hands. The nurse also said Charla Fischer recommended I go for pain management care and continue with PT; if those don't work we can explore surgical options.

If I ever need surgery, I would NEVER put my spine again in Charla Fischer's hands.",Rated 1 out of 5
3545,i went to her with severely compressed nerves from degenerative discs. my only symptom before surgery was numbness in my left leg. after surgery i have been unable to walk properly (sometimes not at all for weeks) and in extreme pain with new symptoms happening monthly. the neurologists who looked at the before and after mri's were completely shocked and have no idea what she did telling me the inflamation was actually WORSE in the after surgery mri. i have moved to an entirely new team at lennox hill who are also totally perplexed at what she did to me and why. this woman is not a surgeon. she has single handedly ruined my life and never did a thing to rectify or correct what she has done. the closest i have ever come to true malpractice.,Rated 1 out of 5
3540,A very inconsiderate and rude doctor. Would not visit him again. ,Rated 1 out of 5
3538,"When Dr Capo was out of the office, as he is very frequently, I left 2 messages for
someone to call me back since I had a problem after my recent surgery. I never
had anyone from his staff return my call.",Rated 1 out of 5
3535,"I’ve never waited so long to see a doctor. I waited an hour in the waiting room, then another half hour in the exam room. Then finally, not Dr. Capo, but a PA came in. They gave me a simple injection which should do the trick, but I was definitely turned off by the long wait times and rude receptionist.",Rated 1 out of 5
3578,"Disrespectful and rude office staff.Failed to file my paperwork on time for physical therapy and then lost it and tried to cover it up. The doctor is not paying attention to your complaints. He runs in and out of the exam room to attended to multiple patients at a time, to be honest he’s just to old and needs to retire. Steer clear of this office at any cost. Anyone else will be better then this office. 
It’s disgusting that they’re allowed to operate like that, no respect for the patient. ",Rated 1 out of 5
3581, Once I was in an exam room one worker was talking very loud about another pt and how her insurance was no good  she was so nasty towards the pt and loud.. Not very nice staff. Dr. D'Angelo wasn't bad but he could have been better he was so worry because I feel and that's how I got my injury he wanted to make reports and let it know I was hurt by a fall. I did not want to sue or anything it was like that's how he gets his money. Was very upset he was more into the fall them me. ,Rated 1 out of 5
3531,"Waited for 2 hours. Spent with the ""doctor"" 2 minutes. He did not even touched me in spite of a very bad injured elbow and recommended  nothing. Go to physiotherapy. That's it.",Rated 1 out of 5
3593,"No I would not recommend Dr. Farmer and that is based on the results after my surgery and a total change in my initial impression of him.
When I first met Dr. Farmer he was extremely nice, knowledgeable and felt I would be in good hands. A little over a year ago he preformed a lumber discectomy on me: Several months after my post-op visit I went back to see him as I was still in considerable pain. He had me have another MRI taken which he got the results almost immediately. After the MRI I had an appointment to see him in his office. After looking at them I will now quote what his response was:
“There is nothing else I can do for you”
From my initial impression of him I was in total shock with his response. He offered no other options and I felt he was totally unsympathetic to the pain I was still in. It had been approximately 15 months since my surgery and I am in the same pain as I was prior to my surgery,",Rated 1 out of 5
3659,"I made an appointment two weeks in advance as a new patient. I am in a lot of pain and this was the earliest appointment I could get. The office called me one hour before my 4.45pm to let me know that the Dr. wouldn’t be seeing patients after 4.30. I was ready to cry because I looked forward to finally get some relief. They wanted to reschedule which I refused: even if he had an emergency (which I doubt) there are many more doctors in the same practice.  I would have been happy to see anyone. I ended up going home deflated, and I was trying to find a new doctor who could see me after work hours, when Dr. Bedford’s office calls me again to tell me I am late at the appointment. Then they realized that oops actually the doctor was not there to see me anyway. Even if he is a good doctor (which I doubt at this point), all this just goes to show that this practice does not take their patients seriously. They are running a business and couldn’t care less about their patients state.",Rated 1 out of 5
3648,No bedside manner. Comes off with a nasty attitude & pays 0 to no attention to you after he's performed a surgery. ,Rated 1 out of 5
3644,"I liked the Doctor, What  was unacceptable was the no call back. We discussed injections in the knee instead of surgery which I liked  but they said it will take 4-5 weeks to get approved. that was fine.
When I called after 4 weeks Moe said he will call me TOMORROW that is the last time I spoke to anyone in the office. I have tried to call for 3 weeks could only leave a message one person called me back and ensured me that Moe was getting the messages. 2 months wasted waiting for Moe to callback",Rated 1 out of 5
3640,"I hope he turns out to be as good a surgeon as he is a salesperson, because I never, ever, want to see him again.",Rated 1 out of 5
3633,Doctor's staff is terrible! Rude and impolite. The secretary pretends she is a center of the universe.,Rated 1 out of 5
3630,"came to Dr Levin due to my original Orthopedic who doesn’t specialize in hips, I’ve been having severe hip pain and wanted to know the diagnosis, he ordered x rays  and a MRI I made  a follow appointment and  was told it’s minor arthritis “everyone has it “ was his exact words , I wanted a second opinion so I went to a rheumatologist who looked at both X-ray and mri and told me to contact Dr Levin again and ask him to look over the test results carefully because he sees a issue ( he’s not a orthopedic dr so there’s nothing he could do)I made another appointment  a few months later , Dr Levin again insisted there wasn’t a issue nor did he offer any solution to my problem , actually he was offended I was even second guessing him and stated maybe it was Psychological I immediately left knowing I would never return , I was then  referred to another Orthopedic  by my primary who immediately ordered another MRI and found out I have a rare condition called PVNS it’s a giant cell tumor in my",Rated 1 out of 5
3629,Dr. Levin is incredibly unprofessional. Please note he is not a Sports Medicine Dr. and has no idea what he is talking about. Problem with my hip is clearly indicated in previous medical records and x-rays previously taken by Lenox Hill Radiology and he did not seem to take anything seriously. I left after 5 minutes of speaking with him.,Rated 1 out of 5
3625,"I was referred to Dr. Dushey at Manhattan Orthopedics by my PCP.  I made an appointment after checking to make sure that Dushey accept my insurance, Cigna PPO.  I was told by several of the staff that they did.  DO NOT USE THIS OFFICE!!!.  After my visit I received bills for the consultation.  When I called the office, I was told that they did not accept my insurance.  They denied that anyone told me that they did.  I have been fighting the bill for  several months.  Calls are not returned for several weeks.   Office staff could use some training in customer service.  Again, I repeat, DO NOT USE THIS OFFICE.  If you have to have orthopedic surgery go to HSS.  They are very professional and efficient!.",Rated 1 out of 5
3606,"Uncaring , ruined my life , my meniscus was fine and he hacked it out then ignored me . Him and Tonya the nasty person in his office ",Rated 1 out of 5
3605,"Ruined my knee. Did patella relocation. Went back to talk about why i was having so much pain. He came in for five mins looked at my knee and said ""There was actually no point of the surgery"" and walked out. ",Rated 1 out of 5
3602,"He ruined my life he cut into my knee to see if a stitch ripped,
The stitch eas in fact yet he still
Cut out my
Meniscus and gave me
Crps and his secretary Tanya was so
Mean when called
After surgery to say I was still
In pain. His answer was I don’t know what to tell you I don’t know what happened. He ruined me ",Rated 1 out of 5
